楼盘,区域,地址,朝向,房型,面积,层高,建造年份,单价,总价,优势1,优势2,优势3
恒大翡翠湾一期,北碚,童家溪,南北,4室2厅2卫,136㎡,共2层,2019年建造,13824元/㎡,188万,,,满二年
恒大翡翠湾一期,北碚,童家溪,南北,4室2厅2卫,120㎡,共2层,2020年建造,11250元/㎡,135万,,,次新房
恒大翡翠湾一期,北碚,童家溪,南北,4室2厅2卫,120㎡,共3层,2020年建造,10834元/㎡,130万,,,次新房
恒大翡翠湾一期,北碚,童家溪,南北,4室2厅2卫,120㎡,共3层,2020年建造,11250元/㎡,135万,,,次新房
阳光城檀府,北碚,童家溪,南北,3室2厅2卫,131㎡,共2层,2020年建造,11146元/㎡,146万,,,车位充足
华润琨瑜府(东区),北碚,歇马,北,4室2厅2卫,132.5㎡,共2层,2018年建造,13585元/㎡,180万,,,满二年
华润琨瑜府(西区),北碚,歇马,东,4室2厅2卫,127㎡,高层(共27层),2019年建造,7794元/㎡,99万,,次新房,
龙湖紫云台千山阅,北碚,歇马,东,4室2厅2卫,133㎡,低层(共8层),2018年建造,10903元/㎡,145万,,,满二年
禹洲雍锦府(二期),北碚,歇马,东,4室2厅2卫,143㎡,共2层,2020年建造,10350元/㎡,148万,,,满二年
龙湖紫云台千山阅,北碚,歇马,东,4室2厅2卫,133㎡,高层(共8层),2017年建造,12031元/㎡,160万,,,满二年
沿海赛洛城(B区),北碚,歇马,东南,3室2厅2卫,100.93㎡,低层(共11层),2015年建造,14010元/㎡,141.4万,,车位充足,满五年
沿海赛洛城(B区),北碚,歇马,东南,3室1厅1卫,78㎡,低层(共11层),2015年建造,13462元/㎡,105万,,车位充足,满二年
沿海赛洛城(B区),北碚,歇马,东南,3室2厅2卫,78㎡,中层(共11层),2015年建造,11266元/㎡,87.9万,,车位充足,满二年
沿海赛洛城(B区),北碚,歇马,东南,3室2厅2卫,78㎡,高层(共10层),2015年建造,12302元/㎡,96万,,车位充足,满二年
华润琨瑜府(东区),北碚,歇马,东南,3室2厅2卫,132.38㎡,共4层,2018年建造,13975元/㎡,185万,,车位充足,
华润琨瑜府(东区),北碚,歇马,东南,4室2厅2卫,127.65㎡,低层(共8层),2010年建造,14885元/㎡,190万,,,满二年
华润琨瑜府(西区),北碚,歇马,东南,3室2厅2卫,113㎡,中层(共27层),2010年建造,10177元/㎡,115万,,,满二年
华润琨瑜府(东区),北碚,歇马,东南,2室2厅2卫,132㎡,共4层,2018年建造,11970元/㎡,158万,,,满二年
禹洲雍锦府(一期),北碚,歇马,东南,3室2厅2卫,139㎡,共2层,2019年建造,12950元/㎡,180万,,,满二年
华润琨瑜府(东区),北碚,歇马,东南,4室2厅2卫,132.12㎡,共4层,2018年建造,11732元/㎡,155万,,,满二年
华润琨瑜府(东区),北碚,歇马,东南,2室2厅2卫,132㎡,共4层,2018年建造,12122元/㎡,160万,,,满二年
华润琨瑜府(西区),北碚,歇马,东南,4室2厅2卫,131.86㎡,中层(共14层),2018年建造,11338元/㎡,149.5万,,,
龙湖紫云台五组团,北碚,歇马,东南,3室2厅2卫,116㎡,中层(共8层),2015年建造,14656元/㎡,170万,,,
龙湖紫云台五组团,北碚,歇马,东南,3室2厅2卫,116㎡,中层(共8层),2015年建造,14656元/㎡,170万,,,
禹洲雍锦府,北碚,歇马,南,3室2厅2卫,86.26㎡,,,10434元/㎡,90万,卧室全朝南,低容积,南北通透
龙湖紫云台三组团,北碚,歇马,南,3室2厅2卫,116.85㎡,高层(共7层),2015年建造,11126元/㎡,130万,满二年,,
龙湖紫云台湖山著,北碚,歇马,南,4室2厅2卫,131㎡,中层(共11层),2017年建造,14428元/㎡,189万,满二年,,
沿海赛洛城(B区),北碚,歇马,南,3室2厅2卫,97㎡,高层(共11层),2015年建造,14021元/㎡,136万,近地铁,车位充足,满二年
沿海赛洛城(B区),北碚,歇马,南,3室1厅1卫,78㎡,中层(共11层),2015年建造,12949元/㎡,101万,近地铁,车位充足,满二年
沿海赛洛城(B区),北碚,歇马,南,3室2厅2卫,78㎡,中层(共11层),2015年建造,10877元/㎡,84.8万,近地铁,车位充足,满二年
沿海赛洛城(B区),北碚,歇马,南,2室2厅2卫,71㎡,高层(共10层),2015年建造,11691元/㎡,83万,近地铁,车位充足,满二年
沿海赛洛城(B区),北碚,歇马,南,3室2厅2卫,77.89㎡,中层(共11层),2016年建造,12197元/㎡,95万,近地铁,车位充足,满二年
沿海赛洛城(B区),北碚,歇马,南,3室2厅2卫,78㎡,中层(共11层),2016年建造,11026元/㎡,86万,近地铁,车位充足,满二年
中骏弘阳樾景台(二期),北碚,歇马,南,4室2厅2卫,115.51㎡,低层(共8层),2023年建造,10389元/㎡,120万,次新房,,有电梯
龙湖紫云台千山阅,北碚,歇马,南,4室2厅2卫,133.23㎡,中层(共8层),2019年建造,11334元/㎡,151万,次新房,,有电梯
中国铁建云锦山,北碚,歇马,南,3室2厅2卫,90㎡,低层(共8层),2021年建造,12000元/㎡,108万,次新房,,满二年
华润琨瑜府(东区),北碚,歇马,南,3室2厅2卫,127㎡,高层(共8层),2010年建造,13071元/㎡,166万,车位充足,,有电梯
华润琨瑜府(东区),北碚,歇马,南,4室2厅2卫,132㎡,共2层,2018年建造,12576元/㎡,166万,车位充足,,满二年
华润琨瑜府(东区),北碚,歇马,南,3室2厅2卫,123.81㎡,低层(共8层),2010年建造,13731元/㎡,170万,车位充足,,满二年
华润琨瑜府(东区),北碚,歇马,南,3室2厅2卫,127.74㎡,高层(共8层),2020年建造,10412元/㎡,133万,车位充足,,满二年
华润琨瑜府(东区),北碚,歇马,南,3室2厅2卫,142㎡,低层(共8层),2020年建造,9296元/㎡,132万,车位充足,,满二年
华润琨瑜府(东区),北碚,歇马,南,2室2厅2卫,132㎡,共2层,2018年建造,11819元/㎡,156万,车位充足,,满二年
华润琨瑜府(东区),北碚,歇马,南,4室2厅2卫,132㎡,共2层,2020年建造,13008元/㎡,171.7万,车位充足,,满二年
龙湖紫云台千山阅,北碚,歇马,南,4室2厅2卫,133㎡,高层(共8层),2018年建造,11279元/㎡,150万,采光较好,,满二年
龙湖紫云台五组团,北碚,歇马,南,2室2厅2卫,85.83㎡,低层(共8层),2015年建造,10603元/㎡,91万,,,满二年
华润琨瑜府(西区),北碚,歇马,南,4室2厅2卫,126.82㎡,低层(共27层),2018年建造,10015元/㎡,127万,,,满二年
华润琨瑜府(西区),北碚,歇马,南,3室2厅2卫,126.5㎡,中层(共9层),2018年建造,10277元/㎡,130万,,,满二年
龙湖紫云台千山阅,北碚,歇马,南,4室2厅2卫,133㎡,高层(共8层),2017年建造,11279元/㎡,150万,,,满二年
龙湖紫云台五组团,北碚,歇马,南,3室2厅2卫,135㎡,低层(共8层),2017年建造,11112元/㎡,150万,,,满二年
龙湖紫云台五组团,北碚,歇马,南,3室2厅2卫,130㎡,高层(共8层),2018年建造,11231元/㎡,146万,,,满二年
龙湖紫云台三组团,北碚,歇马,南,3室2厅2卫,113㎡,高层(共8层),2012年建造,11770元/㎡,133万,,,满二年
龙湖紫云台三组团,北碚,歇马,南,3室2厅2卫,107㎡,高层(共7层),2015年建造,13832元/㎡,148万,,,
龙湖紫云台五组团,北碚,歇马,南,4室2厅2卫,118.9㎡,高层(共8层),2015年建造,12616元/㎡,150万,,,
龙湖紫云台五组团,北碚,歇马,南,3室2厅2卫,124.65㎡,高层(共8层),2015年建造,10430元/㎡,130万,,,
龙湖紫云台五组团,北碚,歇马,南,3室2厅2卫,124.65㎡,高层(共8层),2015年建造,10430元/㎡,130万,,,
龙湖紫云台五组团,北碚,歇马,南,3室2厅2卫,125.65㎡,高层(共8层),2015年建造,11938元/㎡,150万,,,
龙湖紫云台五组团,北碚,歇马,南,3室2厅2卫,125.65㎡,高层(共8层),2015年建造,11938元/㎡,150万,,,
中骏弘阳樾景台,北碚,歇马,南北,4室2厅2卫,115㎡,,,10000元/㎡,115万,双卫生间,低容积,南北通透
华润琨瑜府(东区),北碚,歇马,南北,4室2厅2卫,142.12㎡,中层(共8层),2019年建造,9535元/㎡,135.5万,满二年,车位充足,
天地源水墨江山,北碚,歇马,南北,3室2厅2卫,115㎡,中层(共13层),2019年建造,13044元/㎡,150万,满二年,车位充足,
华润琨瑜府(西区),北碚,歇马,南北,4室2厅2卫,126.78㎡,中层(共8层),2018年建造,11201元/㎡,142万,满二年,,
沿海赛洛城(B区),北碚,歇马,南北,3室1厅1卫,98㎡,高层(共11层),2015年建造,11956元/㎡,117.2万,近地铁,车位充足,满五年
沿海赛洛城(B区),北碚,歇马,南北,3室2厅2卫,91㎡,高层(共11层),2015年建造,12198元/㎡,111万,近地铁,车位充足,满二年
沿海赛洛城(B区),北碚,歇马,南北,3室2厅2卫,97.19㎡,中层(共11层),2015年建造,13891元/㎡,135万,近地铁,车位充足,满二年
沿海赛洛城(B区),北碚,歇马,南北,3室1厅1卫,97.18㎡,中层(共8层),2015年建造,12143元/㎡,118万,近地铁,车位充足,满二年
沿海赛洛城(B区),北碚,歇马,南北,3室2厅2卫,101㎡,低层(共11层),2015年建造,14852元/㎡,150万,近地铁,车位充足,满二年
沿海赛洛城(B区),北碚,歇马,南北,3室2厅2卫,78㎡,低层(共10层),2015年建造,13597元/㎡,106.1万,近地铁,车位充足,满二年
沿海赛洛城(B区),北碚,歇马,南北,2室2厅2卫,101㎡,低层(共11层),2015年建造,12000元/㎡,121.2万,近地铁,车位充足,满二年
沿海赛洛城(B区),北碚,歇马,南北,3室2厅2卫,78㎡,中层(共11层),2016年建造,10129元/㎡,79万,近地铁,车位充足,满二年
沿海赛洛城(B区),北碚,歇马,南北,3室1厅1卫,78㎡,中层(共11层),2015年建造,12180元/㎡,95万,近地铁,车位充足,满二年
沿海赛洛城(B区),北碚,歇马,南北,3室2厅2卫,77.89㎡,高层(共11层),2015年建造,10528元/㎡,82万,近地铁,车位充足,满二年
沿海赛洛城(B区),北碚,歇马,南北,2室1厅1卫,70㎡,低层(共11层),2015年建造,12715元/㎡,89万,近地铁,车位充足,满二年
沿海赛洛城(B区),北碚,歇马,南北,2室2厅2卫,78㎡,高层(共11层),2015年建造,10642元/㎡,83万,近地铁,车位充足,满二年
沿海赛洛城(B区),北碚,歇马,南北,3室2厅2卫,101㎡,低层(共11层),2015年建造,14060元/㎡,142万,近地铁,车位充足,
禹洲雍锦府(一期),北碚,歇马,南北,3室2厅2卫,122.34㎡,低层(共8层),2019年建造,12180元/㎡,149万,次新房,采光较好,满二年
禹洲雍锦府(一期),北碚,歇马,南北,3室2厅2卫,101.1㎡,低层(共7层),2022年建造,13057元/㎡,132万,次新房,采光较好,满二年
龙湖紫云台千山阅,北碚,歇马,南北,4室2厅2卫,133㎡,低层(共8层),2020年建造,10903元/㎡,145万,次新房,,有电梯
华润琨瑜府(西区),北碚,歇马,南北,4室2厅2卫,126.77㎡,中层(共26层),2020年建造,11202元/㎡,142万,次新房,,有电梯
中国铁建云锦山,北碚,歇马,南北,3室2厅2卫,90㎡,低层(共8层),2023年建造,11223元/㎡,101万,次新房,,有电梯
龙湖紫云台千山阅,北碚,歇马,南北,4室2厅2卫,133㎡,中层(共8层),2020年建造,10903元/㎡,145万,次新房,,有电梯
禹洲雍锦府(一期),北碚,歇马,南北,4室2厅2卫,138.58㎡,共2层,2020年建造,11185元/㎡,155万,次新房,,有电梯
禹洲雍锦府(一期别墅),北碚,歇马,南北,5室2厅2卫,171㎡,共3层,2021年建造,11112元/㎡,190万,次新房,,满二年
中国铁建云锦山,北碚,歇马,南北,3室2厅2卫,90㎡,低层(共8层),2021年建造,11445元/㎡,103万,次新房,,满二年
华润琨瑜府(西区),北碚,歇马,南北,3室2厅2卫,125㎡,低层(共8层),2019年建造,11312元/㎡,141.4万,次新房,,满二年
禹洲雍锦府(一期),北碚,歇马,南北,4室2厅2卫,121㎡,低层(共7层),2022年建造,10744元/㎡,130万,次新房,,满二年
中国铁建云锦山,北碚,歇马,南北,4室2厅2卫,99㎡,低层(共8层),2023年建造,10203元/㎡,101万,次新房,,满二年
华润琨瑜府(西区),北碚,歇马,南北,4室2厅2卫,144㎡,中层(共14层),2019年建造,10070元/㎡,145万,次新房,,满二年
禹洲雍锦府(一期),北碚,歇马,南北,4室3厅3卫,143㎡,共2层,2021年建造,10140元/㎡,145万,次新房,,满二年
禹洲雍锦府(一期),北碚,歇马,南北,4室2厅2卫,139.8㎡,低层(共8层),2020年建造,10444元/㎡,146万,次新房,,满二年
禹洲雍锦府(一期),北碚,歇马,南北,4室2厅2卫,138.58㎡,共4层,2020年建造,11027元/㎡,152.8万,次新房,,满二年
禹洲雍锦府(一期),北碚,歇马,南北,4室2厅2卫,139㎡,共2层,2019年建造,11152元/㎡,155万,次新房,,满二年
天地源水墨江山,北碚,歇马,南北,4室2厅2卫,124.1㎡,中层(共8层),2021年建造,10315元/㎡,128万,车位充足,,有电梯
华润琨瑜府(东区),北碚,歇马,南北,4室2厅2卫,142.12㎡,中层(共8层),2019年建造,9535元/㎡,135.5万,车位充足,,满二年
禹洲雍锦府(二期),北碚,歇马,南北,4室2厅2卫,143㎡,共3层,2021年建造,10840元/㎡,155万,车位充足,,满二年
天地源水墨江山,北碚,歇马,南北,3室2厅2卫,94.65㎡,高层(共13层),2019年建造,12679元/㎡,120万,车位充足,,满二年
华润琨瑜府(东区),北碚,歇马,南北,3室2厅2卫,125.37㎡,低层(共8层),2018年建造,11327元/㎡,142万,车位充足,,满二年
天地源水墨江山,北碚,歇马,南北,3室2厅2卫,116㎡,中层(共13层),2022年建造,10345元/㎡,120万,车位充足,,满二年
华润琨瑜府(东区),北碚,歇马,南北,3室2厅2卫,125㎡,低层(共8层),2010年建造,11200元/㎡,140万,车位充足,,满二年
天地源水墨江山,北碚,歇马,南北,4室2厅2卫,135㎡,中层(共7层),2023年建造,10223元/㎡,138万,车位充足,,满二年
天地源水墨江山,北碚,歇马,南北,4室2厅2卫,125㎡,低层(共7层),2023年建造,12000元/㎡,150万,车位充足,,满二年
禹洲雍锦府(二期),北碚,歇马,南北,4室2厅2卫,117㎡,高层(共8层),2022年建造,10770元/㎡,126万,车位充足,,满二年
禹洲雍锦府(二期),北碚,歇马,南北,4室2厅2卫,143㎡,共2层,2021年建造,10280元/㎡,147万,车位充足,,满二年
天地源水墨江山,北碚,歇马,南北,4室3厅3卫,137.63㎡,低层(共6层),2019年建造,12352元/㎡,170万,车位充足,,满二年
禹洲雍锦府(二期),北碚,歇马,南北,4室2厅2卫,143㎡,共2层,2022年建造,11049元/㎡,158万,车位充足,,满二年
禹洲雍锦府(二期),北碚,歇马,南北,5室2厅2卫,143㎡,共3层,2022年建造,10140元/㎡,145万,车位充足,,满二年
禹洲雍锦府(二期),北碚,歇马,南北,5室2厅2卫,143㎡,共2层,2022年建造,10210元/㎡,146万,车位充足,,满二年
禹洲雍锦府(二期),北碚,歇马,南北,5室2厅2卫,143㎡,共4层,2022年建造,10490元/㎡,150万,车位充足,,满二年
龙湖紫云台千山阅,北碚,歇马,南北,4室2厅2卫,133㎡,中层(共8层),2018年建造,11429元/㎡,152万,采光较好,,满二年
龙湖紫云台千山阅,北碚,歇马,南北,4室2厅2卫,134㎡,高层(共8层),2017年建造,11792元/㎡,158万,采光较好,,满二年
龙湖紫云台五组团,北碚,歇马,南北,3室2厅2卫,99㎡,高层(共8层),2015年建造,13132元/㎡,130万,,,满五年
龙湖紫云台五组团,北碚,歇马,南北,2室2厅2卫,98㎡,高层(共8层),2015年建造,12756元/㎡,125万,,,满五年
龙湖紫云台五组团,北碚,歇马,南北,4室2厅2卫,128㎡,高层(共8层),2015年建造,11719元/㎡,150万,,,满五年
龙湖紫云台五组团,北碚,歇马,南北,2室2厅2卫,82.56㎡,高层(共8层),2015年建造,11507元/㎡,95万,,,满二年
华润琨瑜府(西区),北碚,歇马,南北,3室2厅2卫,93.5㎡,低层(共28层),2015年建造,10589元/㎡,99万,,,满二年
龙湖紫云台千山阅,北碚,歇马,南北,4室2厅2卫,134㎡,高层(共8层),2018年建造,10672元/㎡,143万,,,满二年
龙湖紫云台千山阅,北碚,歇马,南北,4室2厅2卫,135㎡,中层(共8层),2018年建造,10741元/㎡,145万,,,满二年
龙湖紫云台千山阅,北碚,歇马,南北,4室2厅2卫,133㎡,低层(共8层),2018年建造,10903元/㎡,145万,,,满二年
龙湖紫云台千山阅,北碚,歇马,南北,4室2厅2卫,133㎡,中层(共8层),2018年建造,10903元/㎡,145万,,,满二年
龙湖紫云台千山阅,北碚,歇马,南北,4室2厅2卫,133㎡,中层(共8层),2018年建造,10903元/㎡,145万,,,满二年
龙湖紫云台千山阅,北碚,歇马,南北,4室2厅2卫,133㎡,高层(共8层),2018年建造,10903元/㎡,145万,,,满二年
龙湖紫云台千山阅,北碚,歇马,南北,4室2厅2卫,133㎡,高层(共8层),2018年建造,10903元/㎡,145万,,,满二年
龙湖紫云台五组团,北碚,歇马,南北,2室2厅2卫,84㎡,低层(共8层),2015年建造,14881元/㎡,125万,,,满二年
龙湖紫云台五组团,北碚,歇马,南北,2室2厅2卫,85.58㎡,中层(共8层),2015年建造,13999元/㎡,119.8万,,,满二年
龙湖紫云台千山阅,北碚,歇马,南北,4室2厅2卫,133㎡,高层(共8层),2018年建造,10903元/㎡,145万,,,满二年
龙湖紫云台五组团,北碚,歇马,南北,2室2厅2卫,82㎡,高层(共8层),2018年建造,14635元/㎡,120万,,,满二年
龙湖紫云台三组团,北碚,歇马,南北,3室2厅2卫,111㎡,中层(共9层),2015年建造,12163元/㎡,135万,,,满二年
龙湖紫云台五组团,北碚,歇马,南北,3室2厅2卫,148㎡,低层(共11层),2016年建造,10068元/㎡,149万,,,满二年
龙湖紫云台三组团,北碚,歇马,南北,3室2厅2卫,131.58㎡,中层(共7层),2010年建造,12312元/㎡,162万,,,满二年
龙湖紫云台五组团,北碚,歇马,南北,3室2厅2卫,125.4㎡,中层(共8层),2018年建造,12122元/㎡,152万,,,满二年
龙湖紫云台湖山著,北碚,歇马,南北,3室2厅2卫,99.41㎡,中层(共11层),2018年建造,12876元/㎡,128万,,,满二年
中国铁建云锦山,北碚,歇马,南北,3室2厅2卫,99㎡,低层(共8层),2022年建造,10607元/㎡,105万,,,次新房
禹洲雍锦府(一期),北碚,歇马,南北,3室2厅2卫,123㎡,低层(共7层),2020年建造,10570元/㎡,130万,,,次新房
天地源水墨江山,北碚,歇马,南北,4室2厅2卫,132.24㎡,中层(共6层),2021年建造,9680元/㎡,128万,,,车位充足
天地源水墨江山,北碚,歇马,南北,4室2厅2卫,137.63㎡,低层(共7层),2020年建造,12352元/㎡,170万,,,车位充足
